##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-02-22
E_ev,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
2.88,2.15440e-18,2.46103e-19,3.08732e-19, 1.01274e-20, 6.63971e-21,8.41191e-21,1.96357e-18,2.29485e-19,2.88887e-19,1.69444e-19,8.83939e-20,1.07165e-19,1.07285e-20,6.76915e-21,1.73720e-20,4.36538e-22,4.36356e-22,1.63354e-21,9.54502e-23,9.49794e-23,5.53847e-22,8.25342e-26,8.25281e-26,4.47254e-24,1.76759e-24,1.76743e-24,3.61225e-23,1.83989e-28,1.83655e-28,4.92685e-26
2.89,2.14045e-18,2.43144e-19,3.05737e-19, 9.47119e-21, 6.29333e-21,8.09103e-21,1.94678e-18,2.26400e-19,2.85292e-19,1.72221e-19,8.81558e-20,1.08120e-19,1.13992e-20,7.10192e-21,1.80273e-20,4.77003e-22,4.76781e-22,1.74189e-21,1.04429e-22,1.03881e-22,5.92324e-22,9.42510e-26,9.42437e-26,4.90333e-24,1.90874e-24,1.90856e-24,3.83395e-23,2.09397e-28,2.09004e-28,5.37058e-26
2.90,2.12556e-18,2.48175e-19,2.97104e-19, 8.84207e-21, 5.95594e-21,7.77040e-21,1.92898e-18,2.31808e-19,2.75792e-19,1.75000e-19,8.81184e-20,1.08614e-19,1.21056e-20,7.44520e-21,1.86777e-20,5.20914e-22,5.20643e-22,1.85632e-21,1.14198e-22,1.13560e-22,6.31973e-22,1.07567e-25,1.07558e-25,5.37546e-24,2.06064e-24,2.06043e-24,4.06796e-23,2.38220e-28,2.37759e-28,5.85260e-26
2.91,2.10976e-18,2.42648e-19,2.95425e-19, 8.24034e-21, 5.60456e-21,7.46864e-21,1.91020e-18,2.26036e-19,2.72607e-19,1.77780e-19,8.77066e-20,1.11922e-19,1.28492e-20,7.83444e-21,1.93458e-20,5.68535e-22,5.68205e-22,1.97708e-21,1.24820e-22,1.24078e-22,6.75831e-22,1.22690e-25,1.22680e-25,5.89050e-24,2.22406e-24,2.22383e-24,4.29906e-23,2.70905e-28,2.70362e-28,6.37230e-26
2.92,2.09309e-18,2.39023e-19,2.95337e-19, 7.66613e-21, 5.27317e-21,7.17326e-21,1.89047e-18,2.22268e-19,2.72361e-19,1.80560e-19,8.73743e-20,1.12154e-19,1.36313e-20,8.16211e-21,2.02117e-20,6.20146e-22,6.19744e-22,2.10805e-21,1.36363e-22,1.35502e-22,7.22301e-22,1.39856e-25,1.39844e-25,6.45208e-24,2.39984e-24,2.39958e-24,4.52949e-23,3.07952e-28,3.07315e-28,6.93477e-26
2.93,2.07557e-18,2.40767e-19,2.91124e-19, 7.11945e-21, 4.94247e-21,6.86239e-21,1.86983e-18,2.24169e-19,2.67709e-19,1.83339e-19,8.72870e-20,1.12161e-19,1.44536e-20,8.54881e-21,2.12681e-20,6.76047e-22,6.75558e-22,2.24727e-21,1.48902e-22,1.47903e-22,7.71555e-22,1.59329e-25,1.59314e-25,7.06414e-24,2.58885e-24,2.58856e-24,4.77130e-23,3.49927e-28,3.49180e-28,7.54467e-26
2.94,2.05725e-18,2.39923e-19,2.89595e-19, 6.60016e-21, 4.63943e-21,6.42157e-21,1.84831e-18,2.23681e-19,2.65697e-19,1.86117e-19,8.61829e-20,1.12802e-19,1.53175e-20,8.96001e-21,2.23251e-20,7.36555e-22,7.35962e-22,2.39423e-21,1.62516e-22,1.61362e-22,8.23792e-22,1.81404e-25,1.81386e-25,7.73089e-24,2.79205e-24,2.79171e-24,5.02498e-23,3.97468e-28,3.96591e-28,8.20578e-26
2.95,2.03816e-18,2.41488e-19,2.89674e-19, 6.10798e-21, 4.32297e-21,6.17117e-21,1.82595e-18,2.25185e-19,2.65705e-19,1.88892e-19,8.66063e-20,1.12782e-19,1.62246e-20,9.38785e-21,2.33823e-20,8.02010e-22,8.01292e-22,2.55025e-21,1.77288e-22,1.75952e-22,8.79312e-22,2.06415e-25,2.06392e-25,8.45688e-24,3.01043e-24,3.01005e-24,5.30781e-23,4.51290e-28,4.50262e-28,8.92221e-26
2.96,2.01834e-18,2.43387e-19,2.85765e-19, 5.64255e-21, 4.04361e-21,5.96550e-21,1.80279e-18,2.27463e-19,2.60320e-19,1.91663e-19,8.59293e-20,1.15162e-19,1.71765e-20,9.83440e-21,2.42592e-20,8.72772e-22,8.71902e-22,2.72023e-21,1.93309e-22,1.91764e-22,9.38368e-22,2.34733e-25,2.34705e-25,9.23860e-24,3.24508e-24,3.24464e-24,5.63508e-23,5.12198e-28,5.10993e-28,9.69832e-26
2.97,1.99783e-18,2.44826e-19,2.89563e-19, 5.20340e-21, 3.78567e-21,5.63575e-21,1.77885e-18,2.29205e-19,2.63065e-19,1.94430e-19,8.53440e-20,1.18204e-19,1.81749e-20,1.02981e-20,2.51102e-20,9.49223e-22,9.48170e-22,2.89978e-21,2.10677e-22,2.08891e-22,1.00093e-21,2.66777e-25,2.66742e-25,1.01092e-23,3.49712e-24,3.49662e-24,5.96051e-23,5.81098e-28,5.79686e-28,1.05388e-25
2.98,1.97666e-18,2.39331e-19,2.90199e-19, 4.78996e-21, 3.52661e-21,5.36237e-21,1.75419e-18,2.23414e-19,2.63447e-19,1.97192e-19,8.50530e-20,1.18733e-19,1.92212e-20,1.08602e-20,2.59696e-20,1.03177e-21,1.03050e-21,3.08931e-21,2.29493e-22,2.27431e-22,1.06702e-21,3.03014e-25,3.02971e-25,1.10344e-23,3.76780e-24,3.76723e-24,6.28903e-23,6.59006e-28,6.57352e-28,1.15534e-25
2.99,1.95488e-18,2.34288e-19,2.89767e-19, 4.40157e-21, 3.27861e-21,5.09247e-21,1.72884e-18,2.17867e-19,2.62001e-19,1.99946e-19,8.53510e-20,1.20673e-19,2.03172e-20,1.13268e-20,2.68311e-20,1.12084e-21,1.11930e-21,3.28923e-21,2.49869e-22,2.47490e-22,1.14037e-21,3.43967e-25,3.43917e-25,1.19790e-23,4.05839e-24,4.05775e-24,6.63429e-23,7.47066e-28,7.45125e-28,1.27175e-25
3.00,1.93253e-18,2.31450e-19,2.89033e-19, 4.03752e-21, 3.03002e-21,4.81752e-21,1.70284e-18,2.14992e-19,2.59751e-19,2.02693e-19,8.48327e-20,1.23553e-19,2.14645e-20,1.18322e-20,2.76982e-20,1.21688e-21,1.21503e-21,3.50289e-21,2.71922e-22,2.69180e-22,1.21980e-21,3.90223e-25,3.90163e-25,1.30464e-23,4.37030e-24,4.36956e-24,6.99651e-23,8.46559e-28,8.44263e-28,1.39944e-25
3.01,1.90965e-18,2.35548e-19,2.88168e-19, 3.69702e-21, 2.80519e-21,4.54384e-21,1.67624e-18,2.19177e-19,2.57952e-19,2.05432e-19,8.53309e-20,1.25096e-19,2.26647e-20,1.23725e-20,2.85697e-20,1.32039e-21,1.31816e-21,3.72110e-21,2.95779e-22,2.92620e-22,1.29709e-21,4.42434e-25,4.42359e-25,1.42651e-23,4.70499e-24,4.70415e-24,7.37550e-23,9.58924e-28,9.56210e-28,1.53946e-25
3.02,1.88628e-18,2.35451e-19,2.85783e-19, 3.37923e-21, 2.59506e-21,4.28254e-21,1.64906e-18,2.19355e-19,2.53927e-19,2.08160e-19,8.45197e-20,1.27638e-19,2.39196e-20,1.29676e-20,2.94288e-20,1.43186e-21,1.42920e-21,3.95552e-21,3.21573e-22,3.17937e-22,1.37679e-21,5.01331e-25,5.01238e-25,1.55905e-23,5.06403e-24,5.06308e-24,7.77597e-23,1.08578e-27,1.08257e-27,1.68324e-25
3.03,1.86246e-18,2.38835e-19,2.86220e-19, 3.08328e-21, 2.37654e-21,4.07411e-21,1.62136e-18,2.23295e-19,2.52731e-19,2.10878e-19,8.36096e-20,1.30739e-19,2.52307e-20,1.35184e-20,3.03277e-20,1.55185e-21,1.54864e-21,4.19717e-21,3.49448e-22,3.45266e-22,1.46768e-21,5.67730e-25,5.67616e-25,1.70310e-23,5.44910e-24,5.44802e-24,8.21792e-23,1.22893e-27,1.22513e-27,1.82320e-25
3.04,1.83824e-18,2.39352e-19,2.86372e-19, 2.80825e-21, 2.18763e-21,3.81568e-21,1.59318e-18,2.24170e-19,2.52834e-19,2.13584e-19,8.26445e-20,1.30577e-19,2.65998e-20,1.41136e-20,3.15685e-20,1.68090e-21,1.67706e-21,4.43829e-21,3.79555e-22,3.74752e-22,1.56343e-21,6.42539e-25,6.42405e-25,1.85960e-23,5.86197e-24,5.86073e-24,8.68302e-23,1.39040e-27,1.38592e-27,1.97421e-25
3.05,1.81365e-18,2.41018e-19,2.86584e-19, 2.55321e-21, 2.00936e-21,3.61530e-21,1.56456e-18,2.26101e-19,2.52698e-19,2.16277e-19,8.21186e-20,1.31009e-19,2.80284e-20,1.47237e-20,3.27549e-20,1.81963e-21,1.81503e-21,4.68945e-21,4.12057e-22,4.06557e-22,1.66471e-21,7.26771e-25,7.26612e-25,2.02833e-23,6.30453e-24,6.30312e-24,9.17237e-23,1.57247e-27,1.56718e-27,2.15832e-25
3.06,1.78875e-18,2.42858e-19,2.83000e-19, 2.31721e-21, 1.84165e-21,3.38648e-21,1.53553e-18,2.27947e-19,2.47058e-19,2.18956e-19,8.23123e-20,1.33699e-19,2.95183e-20,1.53958e-20,3.37198e-20,1.96866e-21,1.96317e-21,4.95174e-21,4.47126e-22,4.40834e-22,1.77201e-21,8.21554e-25,8.21360e-25,2.20860e-23,6.77879e-24,6.77718e-24,9.68711e-23,1.77769e-27,1.77145e-27,2.36435e-25
3.07,1.76356e-18,2.44491e-19,2.86878e-19, 2.09929e-21, 1.68431e-21,3.18784e-21,1.50615e-18,2.29644e-19,2.48286e-19,2.21619e-19,8.23184e-20,1.39317e-19,3.10711e-20,1.59775e-20,3.46824e-20,2.12866e-21,2.12211e-21,5.22543e-21,4.84944e-22,4.77752e-22,1.88443e-21,9.28145e-25,9.27906e-25,2.40381e-23,7.28690e-24,7.28508e-24,1.02284e-22,2.00889e-27,2.00153e-27,2.58738e-25
3.08,1.73814e-18,2.46712e-19,2.88953e-19, 1.89848e-21, 1.54876e-21,2.97303e-21,1.47645e-18,2.32014e-19,2.49975e-19,2.24265e-19,8.21924e-20,1.40332e-19,3.26883e-20,1.65276e-20,3.56407e-20,2.30032e-21,2.29252e-21,5.51077e-21,5.25708e-22,5.17492e-22,1.99763e-21,1.04794e-24,1.04765e-24,2.61509e-23,7.83111e-24,7.82906e-24,1.07975e-22,2.26927e-27,2.26059e-27,2.83042e-25
3.09,1.71252e-18,2.52541e-19,2.89468e-19, 1.71382e-21, 1.40390e-21,2.76756e-21,1.44648e-18,2.38585e-19,2.49297e-19,2.26894e-19,8.09348e-20,1.42330e-19,3.43717e-20,1.71933e-20,3.65925e-20,2.48438e-21,2.47510e-21,5.80802e-21,5.69622e-22,5.60246e-22,2.11665e-21,1.18249e-24,1.18213e-24,2.84367e-23,8.41385e-24,8.41154e-24,1.13957e-22,2.56239e-27,2.55217e-27,3.09535e-25
3.10,1.68675e-18,2.54243e-19,2.90699e-19, 1.54438e-21, 1.27275e-21,2.58922e-21,1.41627e-18,2.40407e-19,2.48728e-19,2.29503e-19,8.07242e-20,1.45383e-19,3.61226e-20,1.78458e-20,3.81374e-20,2.68161e-21,2.67059e-21,6.11744e-21,6.16907e-22,6.06213e-22,2.24944e-21,1.33352e-24,1.33308e-24,3.09082e-23,9.03768e-24,9.03507e-24,1.20243e-22,2.89223e-27,2.88019e-27,3.38403e-25
3.11,1.66086e-18,2.57677e-19,2.91027e-19, 1.38922e-21, 1.15627e-21,2.41030e-21,1.38587e-18,2.44156e-19,2.48318e-19,2.32092e-19,8.02091e-20,1.46289e-19,3.79428e-20,1.84869e-20,3.97641e-20,2.89282e-21,2.87979e-21,6.43923e-21,6.67794e-22,6.55608e-22,2.38078e-21,1.50294e-24,1.50243e-24,3.35747e-23,9.70532e-24,9.70238e-24,1.26847e-22,3.26324e-27,3.24908e-27,3.67585e-25
3.12,1.63490e-18,2.59422e-19,2.94802e-19, 1.24742e-21, 1.04762e-21,2.27273e-21,1.35531e-18,2.46150e-19,2.49351e-19,2.34659e-19,7.95261e-20,1.51525e-19,3.98336e-20,1.93376e-20,4.14186e-20,3.11885e-21,3.10348e-21,6.77363e-21,7.22529e-22,7.08653e-22,2.51061e-21,1.69288e-24,1.69228e-24,3.64544e-23,1.04196e-23,1.04163e-23,1.33764e-22,3.68039e-27,3.66373e-27,3.97284e-25
3.13,1.60891e-18,2.62109e-19,2.93248e-19, 1.11811e-21, 9.44645e-22,2.10046e-21,1.32464e-18,2.48973e-19,2.47086e-19,2.37203e-19,7.94042e-20,1.51736e-19,4.17966e-20,1.98949e-20,4.30906e-20,3.36058e-21,3.34247e-21,7.12082e-21,7.81373e-22,7.65580e-22,2.65550e-21,1.90569e-24,1.90498e-24,3.95612e-23,1.11837e-23,1.11800e-23,1.40766e-22,4.14924e-27,4.12962e-27,4.29243e-25
3.14,1.58293e-18,2.62806e-19,2.94898e-19, 1.00042e-21, 8.50903e-22,1.97351e-21,1.29389e-18,2.49649e-19,2.48717e-19,2.39723e-19,7.93917e-20,1.51853e-19,4.38330e-20,2.06142e-20,4.44647e-20,3.61895e-21,3.59764e-21,7.48099e-21,8.44601e-22,8.26440e-22,2.80698e-21,2.14396e-24,2.14312e-24,4.29100e-23,1.20009e-23,1.19966e-23,1.48103e-22,4.67597e-27,4.65297e-27,4.63103e-25
3.15,1.55699e-18,2.66522e-19,2.97822e-19, 8.93532e-22, 7.65294e-22,1.80049e-21,1.26311e-18,2.53890e-19,2.51111e-19,2.42216e-19,7.81503e-20,1.53185e-19,4.59444e-20,2.12133e-20,4.58437e-20,3.89493e-21,3.86987e-21,7.86459e-21,9.12505e-22,8.91640e-22,2.96517e-21,2.41059e-24,2.40957e-24,4.65210e-23,1.28744e-23,1.28696e-23,1.55788e-22,5.26749e-27,5.24050e-27,4.98759e-25
3.16,1.53113e-18,2.67984e-19,2.99037e-19, 7.96649e-22, 6.88364e-22,1.66540e-21,1.23232e-18,2.55102e-19,2.51048e-19,2.44682e-19,7.90337e-20,1.55109e-19,4.81319e-20,2.17644e-20,4.75206e-20,4.18951e-21,4.16010e-21,8.26262e-21,9.85392e-22,9.61443e-22,3.13082e-21,2.70877e-24,2.70752e-24,5.02826e-23,1.38081e-23,1.38027e-23,1.63836e-22,5.93151e-27,5.89983e-27,5.37005e-25
3.17,1.50538e-18,2.70845e-19,2.97543e-19, 7.09013e-22, 6.20178e-22,1.53135e-21,1.20157e-18,2.57813e-19,2.48826e-19,2.47120e-19,7.96586e-20,1.55400e-19,5.03968e-20,2.28585e-20,4.87880e-20,4.50377e-21,4.46929e-21,8.65335e-21,1.06359e-21,1.03618e-21,3.30418e-21,3.04201e-24,3.04046e-24,5.43021e-23,1.48058e-23,1.47997e-23,1.72261e-22,6.67659e-27,6.63945e-27,5.78020e-25
3.18,1.47980e-18,2.70272e-19,2.95080e-19, 6.29900e-22, 5.51772e-22,1.44420e-21,1.17089e-18,2.57009e-19,2.45133e-19,2.49526e-19,8.00322e-20,1.56152e-19,5.27403e-20,2.37431e-20,5.00149e-20,4.83879e-21,4.79842e-21,9.07145e-21,1.14743e-21,1.11665e-21,3.48551e-21,3.41422e-24,3.41231e-24,5.86161e-23,1.58716e-23,1.58647e-23,1.81081e-22,7.51230e-27,7.46878e-27,6.21987e-25
3.19,1.45440e-18,2.68355e-19,2.93650e-19, 5.58626e-22, 4.90549e-22,1.37706e-21,1.14032e-18,2.54942e-19,2.42668e-19,2.51901e-19,7.99251e-20,1.56865e-19,5.51633e-20,2.45603e-20,5.12889e-20,5.19573e-21,5.14851e-21,9.48124e-21,1.23729e-21,1.20274e-21,3.67506e-21,3.82968e-24,3.82733e-24,6.32439e-23,1.70098e-23,1.70021e-23,1.90310e-22,8.44929e-27,8.39832e-27,6.69107e-25
3.20,1.42922e-18,2.70112e-19,2.93096e-19, 4.94542e-22, 4.37749e-22,1.30735e-21,1.10988e-18,2.56864e-19,2.41310e-19,2.54243e-19,7.93981e-20,1.57506e-19,5.76670e-20,2.53924e-20,5.24559e-20,5.57576e-21,5.52051e-21,9.92177e-21,1.33354e-21,1.29444e-21,3.87311e-21,4.29314e-24,4.29024e-24,6.82058e-23,1.82251e-23,1.82163e-23,1.99965e-22,9.49941e-27,9.43973e-27,7.22849e-25
3.21,1.40429e-18,2.71197e-19,2.94266e-19, 4.37037e-22, 3.88424e-22,1.22232e-21,1.07961e-18,2.58352e-19,2.42345e-19,2.56549e-19,7.79779e-20,1.57611e-19,6.02521e-20,2.61661e-20,5.37976e-20,5.98013e-21,5.91534e-21,1.03759e-20,1.43659e-21,1.39179e-21,4.07990e-21,4.80981e-24,4.80626e-24,7.35230e-23,1.95223e-23,1.95124e-23,2.10064e-22,1.06758e-26,1.06060e-26,7.89697e-25
3.22,1.37965e-18,2.72328e-19,2.93479e-19, 3.85539e-22, 3.44037e-22,1.15068e-21,1.04955e-18,2.59725e-19,2.42241e-19,2.58819e-19,7.70076e-20,1.55836e-19,6.29196e-20,2.70788e-20,5.50089e-20,6.41011e-21,6.33421e-21,1.08801e-20,1.54685e-21,1.49553e-21,4.29570e-21,5.38547e-24,5.38117e-24,7.94793e-23,2.09065e-23,2.08955e-23,2.20624e-22,1.19932e-26,1.19115e-26,8.53205e-25
3.23,1.35533e-18,2.73042e-19,2.91280e-19, 3.39511e-22, 3.04483e-22,1.07832e-21,1.01971e-18,2.60429e-19,2.41227e-19,2.61050e-19,7.67593e-20,1.53081e-19,6.56700e-20,2.80680e-20,5.54103e-20,6.86703e-21,6.77823e-21,1.13246e-20,1.66476e-21,1.60649e-21,4.51450e-21,6.02642e-24,6.02131e-24,8.60576e-23,2.23833e-23,2.23709e-23,2.31663e-22,1.34678e-26,1.33724e-26,9.28092e-25
3.24,1.33135e-18,2.73277e-19,2.91759e-19, 2.98454e-22, 2.69021e-22,9.82252e-22,9.90133e-19,2.60763e-19,2.40989e-19,2.63241e-19,7.60188e-20,1.54080e-19,6.85040e-20,2.91347e-20,5.60684e-20,7.35227e-21,7.24852e-21,1.18190e-20,1.79081e-21,1.72491e-21,4.75214e-21,6.73964e-24,6.73357e-24,9.31338e-23,2.39585e-23,2.39444e-23,2.43202e-22,1.51178e-26,1.50063e-26,1.00880e-24
3.25,1.30774e-18,2.73103e-19,2.93961e-19, 2.61903e-22, 2.37139e-22,9.21814e-22,9.60840e-19,2.60656e-19,2.41897e-19,2.65390e-19,7.52633e-20,1.56219e-19,7.14221e-20,3.02594e-20,5.75905e-20,7.86725e-21,7.74578e-21,1.23266e-20,1.92546e-21,1.85101e-21,5.00065e-21,7.53279e-24,7.52556e-24,1.00741e-22,2.56380e-23,2.56222e-23,2.55981e-22,1.69632e-26,1.68330e-26,1.09559e-24
3.26,1.28453e-18,2.73575e-19,2.95268e-19, 2.29426e-22, 2.08701e-22,8.63639e-22,9.31859e-19,2.61234e-19,2.43287e-19,2.67496e-19,7.44304e-20,1.55881e-19,7.44245e-20,3.14278e-20,5.91791e-20,8.41344e-21,8.27142e-21,1.28472e-20,2.06925e-21,1.98517e-21,5.25669e-21,8.41426e-24,8.40567e-24,1.08915e-22,2.74284e-23,2.74106e-23,2.69668e-22,1.90264e-26,1.88744e-26,1.18997e-24
3.27,1.26174e-18,2.74553e-19,2.92916e-19, 2.00626e-22, 1.83316e-22,8.06619e-22,9.03214e-19,2.62176e-19,2.41040e-19,2.69556e-19,7.41532e-20,1.54398e-19,7.75116e-20,3.25886e-20,6.04226e-20,8.99235e-21,8.82654e-21,1.33807e-20,2.22270e-21,2.12782e-21,5.52244e-21,9.39329e-24,9.38307e-24,1.17693e-22,2.93364e-23,2.93164e-23,2.84019e-22,2.13321e-26,2.11548e-26,1.29274e-24
3.28,1.23939e-18,2.75211e-19,2.89866e-19, 1.75136e-22, 1.60700e-22,7.48408e-22,8.74928e-19,2.62789e-19,2.36849e-19,2.71569e-19,7.38151e-20,1.54601e-19,8.06833e-20,3.37792e-20,6.15962e-20,9.60554e-21,9.41220e-21,1.39550e-20,2.38637e-21,2.27839e-21,5.79885e-21,1.04800e-23,1.04678e-23,1.26998e-22,3.13694e-23,3.13468e-23,2.99065e-22,2.39078e-26,2.37011e-26,1.40373e-24
3.29,1.21751e-18,2.72537e-19,2.91682e-19, 1.52620e-22, 1.40580e-22,6.80115e-22,8.47022e-19,2.59827e-19,2.38040e-19,2.73534e-19,7.37342e-20,1.55668e-19,8.39397e-20,3.49732e-20,6.27085e-20,1.02546e-20,1.00295e-20,1.45770e-20,2.56086e-21,2.43889e-21,6.10294e-21,1.16855e-23,1.16710e-23,1.36697e-22,3.35348e-23,3.35093e-23,3.14834e-22,2.67839e-26,2.65431e-26,1.52378e-24
3.30,1.19612e-18,2.69190e-19,2.90154e-19, 1.32769e-22, 1.22746e-22,6.21733e-22,8.19518e-19,2.56475e-19,2.36154e-19,2.75447e-19,7.24947e-20,1.55179e-19,8.72805e-20,3.61586e-20,6.38057e-20,1.09413e-20,1.06795e-20,1.50804e-20,2.74679e-21,2.60949e-21,6.40836e-21,1.30218e-23,1.30046e-23,1.47066e-22,3.58407e-23,3.58120e-23,3.31357e-22,2.99942e-26,2.97163e-26,1.65359e-24
3.31,1.17523e-18,2.65805e-19,2.91036e-19, 1.15300e-22, 1.06983e-22,5.77691e-22,7.92435e-19,2.52750e-19,2.37363e-19,2.77309e-19,7.23911e-20,1.54353e-19,9.07053e-20,3.73125e-20,6.51614e-20,1.16671e-20,1.13634e-20,1.56358e-20,2.94479e-21,2.79035e-21,6.72573e-21,1.45024e-23,1.44820e-23,1.58130e-22,3.82955e-23,3.82633e-23,3.48593e-22,3.35760e-26,3.32556e-26,1.79490e-24
3.32,1.15486e-18,2.62919e-19,2.92293e-19, 9.99578e-23, 9.30725e-23,5.12494e-22,7.65789e-19,2.49655e-19,2.38359e-19,2.79115e-19,7.20734e-20,1.54644e-19,9.42137e-20,3.80711e-20,6.62720e-20,1.24340e-20,1.20820e-20,1.62280e-20,3.15554e-21,2.98197e-21,7.05530e-21,1.61417e-23,1.61175e-23,1.69939e-22,4.09083e-23,4.08720e-23,3.66618e-22,3.75706e-26,3.72014e-26,1.95402e-24
3.33,1.13504e-18,2.58662e-19,2.92860e-19, 8.65087e-23, 8.08227e-23,4.69275e-22,7.39598e-19,2.44831e-19,2.39122e-19,2.80866e-19,7.26523e-20,1.53908e-19,9.78050e-20,3.88673e-20,6.75405e-20,1.32437e-20,1.28364e-20,1.68306e-20,3.37975e-21,3.18426e-21,7.39734e-21,1.79556e-23,1.79268e-23,1.82541e-22,4.36883e-23,4.36475e-23,3.83418e-22,4.20240e-26,4.15988e-26,2.12135e-24
3.34,1.11577e-18,2.55759e-19,2.90979e-19, 7.47413e-23, 7.01187e-23,4.34352e-22,7.13877e-19,2.41605e-19,2.36400e-19,2.82558e-19,7.26675e-20,1.53689e-19,1.01478e-19,3.95222e-20,6.92749e-20,1.40979e-20,1.36274e-20,1.74429e-20,3.61814e-21,3.39791e-21,7.75208e-21,1.99615e-23,1.99269e-23,1.95980e-22,4.66457e-23,4.65998e-23,4.00411e-22,4.69867e-26,4.64971e-26,2.30150e-24
3.35,1.09707e-18,2.51388e-19,2.90004e-19, 6.44649e-23, 6.07467e-23,4.01416e-22,6.88638e-19,2.36774e-19,2.34504e-19,2.84190e-19,7.23321e-20,1.53704e-19,1.05233e-19,4.09833e-20,7.13631e-20,1.49986e-20,1.44557e-20,1.80644e-20,3.87148e-21,3.62360e-21,8.11977e-21,2.21782e-23,2.21368e-23,2.10304e-22,4.97907e-23,4.97392e-23,4.18332e-22,5.25147e-26,5.19514e-26,2.49619e-24
3.36,1.07894e-18,2.48675e-19,2.89009e-19, 5.55074e-23, 5.24921e-23,3.67776e-22,6.63896e-19,2.33494e-19,2.33207e-19,2.85761e-19,7.24732e-20,1.53057e-19,1.09067e-19,4.26356e-20,7.27469e-20,1.59476e-20,1.53223e-20,1.86943e-20,4.14056e-21,3.86181e-21,8.50044e-21,2.46265e-23,2.45769e-23,2.25519e-22,5.31345e-23,5.30766e-23,4.39653e-22,5.86698e-26,5.80221e-26,2.70651e-24
3.37,1.06141e-18,2.48130e-19,2.88623e-19, 4.77140e-23, 4.53224e-23,3.38054e-22,6.39660e-19,2.31731e-19,2.31992e-19,2.87268e-19,7.52786e-20,1.53448e-19,1.12979e-19,4.38437e-20,7.40501e-20,1.69470e-20,1.62276e-20,1.93319e-20,4.42621e-21,4.11303e-21,8.89134e-21,2.73288e-23,2.72695e-23,2.41639e-22,5.66887e-23,5.66237e-23,4.61953e-22,6.55206e-26,6.47760e-26,2.93366e-24
3.38,1.04448e-18,2.46163e-19,2.84714e-19, 4.09460e-23, 3.90331e-23,3.11983e-22,6.15940e-19,2.29361e-19,2.27352e-19,2.88709e-19,7.53937e-20,1.52374e-19,1.16968e-19,4.46202e-20,7.52780e-20,1.79986e-20,1.71810e-20,2.00400e-20,4.72928e-21,4.37775e-21,9.29549e-21,3.03096e-23,3.02397e-23,2.56960e-22,6.04655e-23,6.03925e-23,4.85235e-22,7.31424e-26,7.22869e-26,3.17889e-24
3.39,1.02815e-18,2.42048e-19,2.78761e-19, 3.50795e-23, 3.35554e-23,2.87537e-22,5.92746e-19,2.25240e-19,2.20080e-19,2.90083e-19,7.37804e-20,1.51470e-19,1.21033e-19,4.53706e-20,7.61450e-20,1.91045e-20,1.81804e-20,2.08903e-20,5.05067e-21,4.65643e-21,9.71308e-21,3.35955e-23,3.35139e-23,2.72834e-22,6.44779e-23,6.43959e-23,5.09554e-22,8.16185e-26,8.06362e-26,3.44356e-24
3.40,1.01244e-18,2.38225e-19,2.75518e-19, 3.00036e-23, 2.87908e-23,2.64658e-22,5.70083e-19,2.20836e-19,2.16838e-19,2.91388e-19,7.38581e-20,1.49708e-19,1.25170e-19,4.61890e-20,7.68751e-20,2.02667e-20,1.92234e-20,2.15867e-20,5.39130e-21,4.94958e-21,1.01442e-20,3.72156e-23,3.71204e-23,2.89540e-22,6.87392e-23,6.86473e-23,5.34966e-22,9.10409e-26,8.99136e-26,3.72912e-24
3.41,9.97339e-19,2.34061e-19,2.70899e-19, 2.56198e-23, 2.46582e-23,2.43271e-22,5.47960e-19,2.16510e-19,2.12068e-19,2.92621e-19,7.21560e-20,1.47624e-19,1.29379e-19,4.75575e-20,7.75256e-20,2.14872e-20,2.03030e-20,2.23170e-20,5.75214e-21,5.25765e-21,1.05891e-20,4.12012e-23,4.10897e-23,3.08953e-22,7.32639e-23,7.31608e-23,5.61514e-22,1.01511e-25,1.00218e-25,4.03711e-24
