##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-02-22
E_ev,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
4.18,1.03489e-18,1.47425e-19,2.07558e-19, 4.00692e-30, 4.00644e-30,1.93563e-26,4.19958e-21,3.66265e-21,1.34040e-20,1.47580e-19,4.49218e-20,7.73567e-20,3.10491e-19,8.71020e-20,6.63865e-20,3.51367e-19,8.01453e-20,1.50884e-19,1.98791e-19,7.38124e-20,9.68671e-20,1.76046e-20,1.49610e-20,1.59745e-20,4.72535e-21,4.54059e-21,1.02286e-20,1.34769e-22,1.23458e-22,6.34414e-22
4.19,1.03948e-18,1.47921e-19,2.09894e-19, 3.17043e-30, 3.17007e-30,1.63072e-26,3.84823e-21,3.36941e-21,1.29500e-20,1.44033e-19,4.44156e-20,7.70127e-20,3.07185e-19,8.64261e-20,6.65504e-20,3.56429e-19,8.05900e-20,1.53540e-19,2.04282e-19,7.52476e-20,9.78391e-20,1.86137e-20,1.57321e-20,1.63636e-20,4.94132e-21,4.74147e-21,1.06198e-20,1.45682e-22,1.33131e-22,6.68907e-22
4.20,1.04395e-18,1.47704e-19,2.10663e-19, 2.50641e-30, 2.50614e-30,1.37196e-26,3.52404e-21,3.09738e-21,1.23846e-20,1.40510e-19,4.36544e-20,7.55783e-20,3.03741e-19,8.49861e-20,6.53035e-20,3.61362e-19,8.07174e-20,1.54641e-19,2.09825e-19,7.65906e-20,9.96599e-20,1.96691e-20,1.65065e-20,1.67410e-20,5.16597e-21,4.94986e-21,1.10440e-20,1.57416e-22,1.43668e-22,7.05025e-22
4.21,1.04832e-18,1.47479e-19,2.14076e-19, 1.97973e-30, 1.97954e-30,1.15255e-26,3.22512e-21,2.84525e-21,1.17031e-20,1.37013e-19,4.28784e-20,7.41533e-20,3.00162e-19,8.37379e-20,6.38160e-20,3.66159e-19,8.05250e-20,1.59505e-19,2.15414e-19,7.79818e-20,1.01221e-19,2.07723e-20,1.73000e-20,1.73423e-20,5.39959e-21,5.16595e-21,1.14687e-20,1.70026e-22,1.54921e-22,7.42738e-22
4.22,1.05256e-18,1.48454e-19,2.17229e-19, 1.56234e-30, 1.56220e-30,9.67313e-27,2.94969e-21,2.61175e-21,1.13734e-20,1.33545e-19,4.22326e-20,7.22945e-20,2.96456e-19,8.34931e-20,6.21711e-20,3.70812e-19,8.12167e-20,1.64132e-19,2.21046e-19,7.95342e-20,1.02765e-19,2.19245e-20,1.80637e-20,1.80749e-20,5.64248e-21,5.38996e-21,1.18372e-20,1.83574e-22,1.66844e-22,7.81987e-22
4.23,1.05668e-18,1.49420e-19,2.19135e-19, 1.23183e-30, 1.23173e-30,8.11084e-27,2.69607e-21,2.39568e-21,1.06773e-20,1.30107e-19,4.18888e-20,7.08263e-20,2.92628e-19,8.37706e-20,6.19582e-20,3.75315e-19,8.13252e-20,1.66291e-19,2.26716e-19,8.09206e-20,1.04366e-19,2.31272e-20,1.88343e-20,1.89404e-20,5.89494e-21,5.62250e-21,1.21106e-20,1.98122e-22,1.79710e-22,8.24670e-22
4.24,1.06068e-18,1.49095e-19,2.20601e-19, 9.70352e-31, 9.70281e-31,6.79449e-27,2.46269e-21,2.19590e-21,1.00041e-20,1.26702e-19,4.17485e-20,6.98658e-20,2.88684e-19,8.30253e-20,6.24017e-20,3.79660e-19,8.08130e-20,1.66928e-19,2.32420e-19,8.14768e-20,1.06724e-19,2.43817e-20,1.96142e-20,1.95071e-20,6.15728e-21,5.86353e-21,1.23868e-20,2.13738e-22,1.93612e-22,8.73709e-22
4.25,1.06455e-18,1.49613e-19,2.21709e-19, 7.63662e-31, 7.63614e-31,5.75984e-27,2.24809e-21,2.01132e-21,9.65904e-21,1.23332e-19,4.14782e-20,6.92850e-20,2.84629e-19,8.26389e-20,6.29887e-20,3.83840e-19,8.12371e-20,1.67844e-19,2.38153e-19,8.23251e-20,1.07489e-19,2.56893e-20,2.04014e-20,2.01475e-20,6.42984e-21,6.11324e-21,1.27094e-20,2.30492e-22,2.08336e-22,9.20643e-22
4.26,1.06829e-18,1.50307e-19,2.24116e-19, 6.00429e-31, 6.00394e-31,4.86684e-27,2.05088e-21,1.84093e-21,9.05995e-21,1.19998e-19,4.10880e-20,6.81647e-20,2.80470e-19,8.21479e-20,6.33601e-20,3.87851e-19,8.19427e-20,1.70589e-19,2.43910e-19,8.33533e-20,1.08516e-19,2.70512e-20,2.11936e-20,2.08867e-20,6.71293e-21,6.37186e-21,1.30945e-20,2.48459e-22,2.23849e-22,9.73569e-22
4.27,1.07190e-18,1.50387e-19,2.24161e-19, 4.71634e-31, 4.71609e-31,4.05824e-27,1.86978e-21,1.68376e-21,8.62484e-21,1.16704e-19,4.04467e-20,6.61366e-20,2.76213e-19,8.15642e-20,6.18316e-20,3.91684e-19,8.23003e-20,1.71394e-19,2.49686e-19,8.38090e-20,1.09322e-19,2.84688e-20,2.19850e-20,2.15979e-20,7.00690e-21,6.63963e-21,1.34878e-20,2.67721e-22,2.40478e-22,1.03197e-21
4.28,1.07537e-18,1.50479e-19,2.28765e-19, 3.70106e-31, 3.70088e-31,3.44677e-27,1.70358e-21,1.53890e-21,8.05384e-21,1.13449e-19,3.97208e-20,6.48811e-20,2.71864e-19,8.08997e-20,6.05554e-20,3.95335e-19,8.25298e-20,1.76805e-19,2.55476e-19,8.44326e-20,1.11626e-19,2.99433e-20,2.30458e-20,2.18519e-20,7.31208e-21,6.91679e-21,1.38893e-20,2.88360e-22,2.58771e-22,1.08927e-21
4.29,1.07870e-18,1.51411e-19,2.31931e-19, 2.90148e-31, 2.90135e-31,2.94836e-27,1.55117e-21,1.40550e-21,7.91323e-21,1.10236e-19,3.89874e-20,6.49129e-20,2.67430e-19,8.01588e-20,6.08043e-20,3.98797e-19,8.38348e-20,1.80308e-19,2.61274e-19,8.55267e-20,1.12257e-19,3.14759e-20,2.41437e-20,2.23650e-20,7.62884e-21,7.20356e-21,1.42989e-20,3.10466e-22,2.77827e-22,1.14323e-21
4.30,1.08190e-18,1.51119e-19,2.32782e-19, 2.27238e-31, 2.27228e-31,2.49935e-27,1.41149e-21,1.28274e-21,7.40876e-21,1.07066e-19,3.85511e-20,6.35304e-20,2.62917e-19,7.93127e-20,6.01814e-20,4.02065e-19,8.35955e-20,1.81052e-19,2.67076e-19,8.59295e-20,1.13838e-19,3.30677e-20,2.51040e-20,2.27552e-20,7.95754e-21,7.50019e-21,1.47148e-20,3.34132e-22,2.97971e-22,1.20954e-21
4.31,1.08495e-18,1.51398e-19,2.33847e-19, 1.77788e-31, 1.77782e-31,2.09608e-27,1.28356e-21,1.16986e-21,6.92015e-21,1.03942e-19,3.80792e-20,6.06475e-20,2.58332e-19,7.81310e-20,5.79412e-20,4.05134e-19,8.42470e-20,1.83037e-19,2.72876e-19,8.67820e-20,1.15421e-19,3.47199e-20,2.59934e-20,2.33242e-20,8.29853e-21,7.80543e-21,1.51978e-20,3.59459e-22,3.19624e-22,1.27919e-21
4.32,1.08785e-18,1.51982e-19,2.36194e-19, 1.38958e-31, 1.38953e-31,1.74974e-27,1.16648e-21,1.06616e-21,6.45560e-21,1.00864e-19,3.80409e-20,5.90794e-20,2.53681e-19,7.73661e-20,5.59787e-20,4.07999e-19,8.41769e-20,1.85569e-19,2.78667e-19,8.82548e-20,1.17773e-19,3.64335e-20,2.69094e-20,2.38530e-20,8.65221e-21,8.12052e-21,1.56433e-20,3.86551e-22,3.42858e-22,1.35210e-21
4.33,1.09061e-18,1.51849e-19,2.39056e-19, 1.08497e-31, 1.08494e-31,1.45923e-27,1.05940e-21,9.71346e-22,6.01861e-21,9.78328e-20,3.74643e-20,5.86595e-20,2.48970e-19,7.65767e-20,5.58139e-20,4.10655e-19,8.37105e-20,1.87635e-19,2.84445e-19,8.90453e-20,1.20421e-19,3.82095e-20,2.79575e-20,2.42607e-20,9.01895e-21,8.44776e-21,1.60200e-20,4.15519e-22,3.67635e-22,1.42842e-21
4.34,1.09321e-18,1.51191e-19,2.41174e-19, 8.46257e-32, 8.46232e-32,1.21580e-27,9.61534e-22,8.84335e-22,5.60783e-21,9.48507e-20,3.71435e-20,5.82028e-20,2.44206e-19,7.53292e-20,5.44027e-20,4.13098e-19,8.26030e-20,1.89159e-19,2.90202e-19,8.97820e-20,1.22880e-19,4.00489e-20,2.90229e-20,2.51435e-20,9.39915e-21,8.78571e-21,1.64708e-20,4.46478e-22,3.94333e-22,1.50843e-21
4.35,1.09567e-18,1.50772e-19,2.43351e-19, 6.59373e-32, 6.59356e-32,1.01201e-27,8.72145e-22,8.04526e-22,5.22196e-21,9.19183e-20,3.68302e-20,5.68295e-20,2.39395e-19,7.42955e-20,5.48391e-20,4.15324e-19,8.17507e-20,1.90085e-19,2.95935e-19,9.04627e-20,1.25935e-19,4.19526e-20,3.00806e-20,2.59732e-20,9.79322e-21,9.13459e-21,1.69279e-20,4.79552e-22,4.22792e-22,1.59151e-21
4.36,1.09797e-18,1.51259e-19,2.44430e-19, 5.13219e-32, 5.13207e-32,8.51664e-28,7.90556e-22,7.31382e-22,4.87266e-21,8.90368e-20,3.65214e-20,5.57558e-20,2.34544e-19,7.31141e-20,5.43619e-20,4.17329e-19,8.22812e-20,1.89035e-19,3.01635e-19,9.14532e-20,1.29991e-19,4.39213e-20,3.12247e-20,2.68605e-20,1.02016e-20,9.49463e-21,1.73906e-20,5.14869e-22,4.53084e-22,1.66949e-21
4.37,1.10012e-18,1.51447e-19,2.43369e-19, 3.99037e-32, 3.99028e-32,7.19755e-28,7.16138e-22,6.64401e-22,4.87238e-21,8.62069e-20,3.61362e-20,5.41892e-20,2.29659e-19,7.20517e-20,5.44386e-20,4.19111e-19,8.27984e-20,1.84815e-19,3.07297e-19,9.18891e-20,1.34396e-19,4.59558e-20,3.22765e-20,2.76939e-20,1.06246e-20,9.86591e-21,1.77751e-20,5.52566e-22,4.85341e-22,1.75606e-21
4.38,1.10212e-18,1.51400e-19,2.42346e-19, 3.09926e-32, 3.09920e-32,6.07782e-28,6.48306e-22,6.03113e-22,4.61661e-21,8.34295e-20,3.57460e-20,5.29366e-20,2.24746e-19,7.07876e-20,5.37814e-20,4.20665e-19,8.31219e-20,1.80974e-19,3.12915e-19,9.22773e-20,1.38291e-19,4.80568e-20,3.32160e-20,2.84121e-20,1.10627e-20,1.02483e-20,1.81397e-20,5.92786e-22,5.18582e-22,1.84384e-21
4.39,1.10395e-18,1.50953e-19,2.42538e-19, 2.40456e-32, 2.40451e-32,5.12813e-28,5.86519e-22,5.46948e-22,4.46342e-21,8.07053e-20,3.53869e-20,5.17412e-20,2.19812e-19,6.91910e-20,5.21330e-20,4.21991e-19,8.29252e-20,1.79888e-19,3.18483e-19,9.26899e-20,1.40944e-19,5.02249e-20,3.41410e-20,2.88817e-20,1.15164e-20,1.06347e-20,1.86257e-20,6.35678e-22,5.53754e-22,1.93509e-21
4.40,1.10563e-18,1.50491e-19,2.40719e-19, 1.86356e-32, 1.86352e-32,4.32684e-28,5.30277e-22,4.95639e-22,4.19758e-21,7.80350e-20,3.51649e-20,5.08043e-20,2.14862e-19,6.82125e-20,5.12588e-20,4.23085e-19,8.22236e-20,1.77454e-19,3.23994e-19,9.29894e-20,1.41407e-19,5.24604e-20,3.50443e-20,2.93731e-20,1.19861e-20,1.10320e-20,1.91445e-20,6.81401e-22,5.92403e-22,2.02959e-21
4.41,1.10715e-18,1.49227e-19,2.40053e-19, 1.44270e-32, 1.44268e-32,3.65028e-28,4.79117e-22,4.48767e-22,4.10943e-21,7.54190e-20,3.43263e-20,4.98768e-20,2.09902e-19,6.71791e-20,5.05892e-20,4.23945e-19,8.02792e-20,1.74687e-19,3.29442e-19,9.33285e-20,1.44057e-19,5.47639e-20,3.59237e-20,3.00800e-20,1.24722e-20,1.14550e-20,1.95999e-20,7.30119e-22,6.32842e-22,2.12784e-21
4.42,1.10851e-18,1.49197e-19,2.39090e-19, 1.11567e-32, 1.11565e-32,3.07707e-28,4.32611e-22,4.05971e-22,4.01531e-21,7.28579e-20,3.38019e-20,4.89333e-20,2.04938e-19,6.59077e-20,5.06335e-20,4.24572e-19,8.00430e-20,1.71313e-19,3.34821e-19,9.41915e-20,1.46510e-19,5.71355e-20,3.67739e-20,3.11474e-20,1.29753e-20,1.18921e-20,2.00308e-20,7.82007e-22,6.75187e-22,2.22993e-21
4.43,1.10971e-18,1.48903e-19,2.39273e-19, 8.61816e-33, 8.61807e-33,2.57877e-28,3.90365e-22,3.67000e-22,3.92778e-21,7.03520e-20,3.31658e-20,4.79754e-20,1.99977e-19,6.49587e-20,5.05832e-20,4.24962e-19,7.89437e-20,1.67139e-19,3.40124e-19,9.51578e-20,1.51453e-19,5.95755e-20,3.75878e-20,3.27869e-20,1.34957e-20,1.23297e-20,2.05353e-20,8.37247e-22,7.21272e-22,2.33595e-21
4.44,1.11075e-18,1.48589e-19,2.37506e-19, 6.64989e-33, 6.64983e-33,2.16798e-28,3.52016e-22,3.31539e-22,3.66794e-21,6.79016e-20,3.27001e-20,4.72841e-20,1.95023e-19,6.39752e-20,5.05136e-20,4.25116e-19,7.76378e-20,1.63562e-19,3.45345e-19,9.61927e-20,1.52689e-19,6.20840e-20,3.83667e-20,3.30226e-20,1.40340e-20,1.27779e-20,2.10982e-20,8.96030e-22,7.70481e-22,2.44615e-21
4.45,1.11163e-18,1.48832e-19,2.36523e-19, 5.12546e-33, 5.12542e-33,1.82115e-28,3.17226e-22,2.99296e-22,3.41766e-21,6.55069e-20,3.21340e-20,4.67902e-20,1.90082e-19,6.25578e-20,5.03352e-20,4.25034e-19,7.77684e-20,1.62465e-19,3.50477e-19,9.72198e-20,1.52410e-19,6.46609e-20,3.91065e-20,3.33514e-20,1.45906e-20,1.32362e-20,2.15876e-20,9.58555e-22,8.22646e-22,2.55442e-21
4.46,1.11234e-18,1.49224e-19,2.35027e-19, 3.94609e-33, 3.94606e-33,1.52857e-28,2.85688e-22,2.70126e-22,3.26024e-21,6.31681e-20,3.15504e-20,4.50334e-20,1.85159e-19,6.07482e-20,4.97805e-20,4.24715e-19,7.80698e-20,1.60155e-19,3.55515e-19,9.83536e-20,1.52725e-19,6.73060e-20,4.03114e-20,3.53964e-20,1.51660e-20,1.37063e-20,2.20500e-20,1.02503e-21,8.76323e-22,2.66874e-21
4.47,1.11289e-18,1.49449e-19,2.36687e-19, 3.03470e-33, 3.03468e-33,1.28196e-28,2.57116e-22,2.43639e-22,3.13685e-21,6.08851e-20,3.12837e-20,4.40104e-20,1.80260e-19,5.98900e-20,4.97564e-20,4.24161e-19,7.72642e-20,1.57904e-19,3.60452e-19,9.94285e-20,1.57559e-19,7.00190e-20,4.13717e-20,3.63986e-20,1.57608e-20,1.41883e-20,2.25152e-20,1.09568e-21,9.32700e-22,2.79433e-21
4.48,1.11328e-18,1.50080e-19,2.35371e-19, 2.33118e-33, 2.33117e-33,1.07426e-28,2.31251e-22,2.19589e-22,3.01659e-21,5.86581e-20,3.08430e-20,4.20471e-20,1.75389e-19,5.90847e-20,4.93594e-20,4.23372e-19,7.74313e-20,1.53687e-19,3.65282e-19,1.00442e-19,1.60182e-19,7.27996e-20,4.22001e-20,3.70399e-20,1.63754e-20,1.46821e-20,2.29768e-20,1.17073e-21,9.94272e-22,2.90933e-21
4.49,1.11350e-18,1.50252e-19,2.33364e-19, 1.78875e-33, 1.78874e-33,8.99485e-29,2.07850e-22,1.97768e-22,2.84181e-21,5.64870e-20,3.00626e-20,3.97698e-20,1.70551e-19,5.87541e-20,4.88695e-20,4.22349e-19,7.76346e-20,1.49023e-19,3.69999e-19,1.00398e-19,1.61994e-19,7.56472e-20,4.33714e-20,3.83699e-20,1.70104e-20,1.51938e-20,2.34371e-20,1.25041e-21,1.05912e-21,3.03574e-21
4.50,1.11356e-18,1.50421e-19,2.31826e-19, 1.37098e-33, 1.37097e-33,7.52536e-29,1.86695e-22,1.77977e-22,2.64768e-21,5.43715e-20,2.92965e-20,3.94500e-20,1.65751e-19,5.77255e-20,4.83072e-20,4.21095e-19,7.77898e-20,1.44188e-19,3.74597e-19,1.00795e-19,1.63938e-19,7.85611e-20,4.44585e-20,3.99903e-20,1.76662e-20,1.57218e-20,2.38995e-20,1.33498e-21,1.12837e-21,3.17781e-21
4.51,1.11346e-18,1.50376e-19,2.28526e-19, 1.04960e-33, 1.04959e-33,6.29085e-29,1.67582e-22,1.60027e-22,2.46563e-21,5.23114e-20,2.85422e-20,3.91184e-20,1.60993e-19,5.66183e-20,4.77565e-20,4.19611e-19,7.84916e-20,1.39089e-19,3.79069e-19,1.00516e-19,1.63484e-19,8.15405e-20,4.54143e-20,4.15898e-20,1.83435e-20,1.62629e-20,2.43639e-20,1.42470e-21,1.20161e-21,3.31865e-21
4.52,1.11320e-18,1.50808e-19,2.23650e-19, 8.02640e-34, 8.02637e-34,5.25461e-29,1.50327e-22,1.43784e-22,2.36794e-21,5.03065e-20,2.78117e-20,3.67675e-20,1.56281e-19,5.56183e-20,4.71087e-20,4.17900e-19,7.87278e-20,1.31825e-19,3.83411e-19,1.01458e-19,1.63036e-19,8.45844e-20,4.58227e-20,4.30936e-20,1.90427e-20,1.68169e-20,2.47997e-20,1.51984e-21,1.27904e-21,3.44603e-21
4.53,1.11277e-18,1.51228e-19,2.23704e-19, 6.13092e-34, 6.13090e-34,4.38551e-29,1.34759e-22,1.29098e-22,2.27303e-21,4.83564e-20,2.71545e-20,3.53672e-20,1.51619e-19,5.44287e-20,4.63526e-20,4.15965e-19,7.89441e-20,1.28185e-19,3.87615e-19,1.02194e-19,1.66192e-19,8.76918e-20,4.67993e-20,4.40608e-20,1.97644e-20,1.73879e-20,2.51700e-20,1.62069e-21,1.36086e-21,3.58365e-21
4.54,1.11218e-18,1.52443e-19,2.23300e-19, 4.67774e-34, 4.67773e-34,3.65719e-29,1.20723e-22,1.15827e-22,2.18153e-21,4.64608e-20,2.64903e-20,3.43182e-20,1.47011e-19,5.34104e-20,4.55881e-20,4.13808e-19,8.09351e-20,1.22453e-19,3.91678e-19,1.02873e-19,1.69996e-19,9.08613e-20,4.71791e-20,4.51397e-20,2.05091e-20,1.79699e-20,2.56347e-20,1.72753e-21,1.44727e-21,3.73146e-21
4.55,1.11143e-18,1.51340e-19,2.20880e-19, 3.56493e-34, 3.56493e-34,3.04737e-29,1.08077e-22,1.03847e-22,2.03725e-21,4.46191e-20,2.58602e-20,3.34681e-20,1.42461e-19,5.27110e-20,4.48882e-20,4.11434e-19,7.92154e-20,1.18586e-19,3.95593e-19,1.02848e-19,1.69596e-19,9.40917e-20,4.75058e-20,4.60383e-20,2.12774e-20,1.85653e-20,2.62419e-20,1.84067e-21,1.53849e-21,3.88370e-21
4.56,1.11051e-18,1.52813e-19,2.20560e-19, 2.71375e-34, 2.71375e-34,2.53718e-29,9.66918e-23,9.30156e-23,1.88875e-21,4.28309e-20,2.52617e-20,3.28800e-20,1.37972e-19,5.18261e-20,4.42275e-20,4.08847e-19,8.10999e-20,1.16653e-19,3.99355e-19,1.03901e-19,1.70181e-19,9.73812e-20,4.78006e-20,4.81022e-20,2.20699e-20,1.91722e-20,2.65805e-20,1.96044e-21,1.63472e-21,4.04041e-21
4.57,1.10944e-18,1.53611e-19,2.19909e-19, 2.06344e-34, 2.06344e-34,2.11069e-29,8.64481e-23,8.32540e-23,1.75028e-21,4.10956e-20,2.44951e-20,3.22155e-20,1.33547e-19,5.11872e-20,4.40895e-20,4.06050e-19,8.18797e-20,1.13604e-19,4.02959e-19,1.04344e-19,1.70582e-19,1.00728e-19,4.88807e-20,5.12585e-20,2.28871e-20,1.97922e-20,2.69449e-20,2.08716e-21,1.73614e-21,4.20161e-21
4.58,1.10821e-18,1.55733e-19,2.18578e-19, 1.56717e-34, 1.56717e-34,1.75448e-29,7.72380e-23,7.44681e-23,1.62121e-21,3.94126e-20,2.38054e-20,3.15238e-20,1.29189e-19,5.05172e-20,4.33287e-20,4.03048e-19,8.45707e-20,1.10521e-19,4.06401e-19,1.05205e-19,1.70886e-19,1.04131e-19,4.99326e-20,5.19820e-20,2.37295e-20,2.04251e-20,2.76476e-20,2.22118e-21,1.83926e-21,4.36734e-21
4.59,1.10682e-18,1.55272e-19,2.16528e-19, 1.18889e-34, 1.18889e-34,1.45721e-29,6.89629e-23,6.65825e-23,1.49916e-21,3.77813e-20,2.31342e-20,3.01029e-20,1.24902e-19,4.93711e-20,4.27347e-20,3.99846e-19,8.31876e-20,1.07230e-19,4.09674e-19,1.05693e-19,1.70433e-19,1.07587e-19,5.09674e-20,5.27547e-20,2.45979e-20,2.10709e-20,2.82913e-20,2.36285e-21,1.94601e-21,4.53762e-21
4.60,1.10527e-18,1.56222e-19,2.15560e-19, 9.00885e-35, 9.00884e-35,1.20932e-29,6.15332e-23,5.94892e-23,1.41358e-21,3.62009e-20,2.26582e-20,2.91780e-20,1.20686e-19,4.89136e-20,4.21819e-20,3.96450e-19,8.36509e-20,1.04044e-19,4.12776e-19,1.06719e-19,1.70870e-19,1.11095e-19,5.13481e-20,5.42855e-20,2.54927e-20,2.17294e-20,2.90278e-20,2.51255e-21,2.05780e-21,4.71246e-21
4.61,1.10357e-18,1.56649e-19,2.15780e-19, 6.81863e-35, 6.81862e-35,1.00280e-29,5.48670e-23,5.31120e-23,1.35732e-21,3.46708e-20,2.20270e-20,2.80416e-20,1.16546e-19,4.80737e-20,4.18825e-20,3.92864e-19,8.40856e-20,1.02920e-19,4.15701e-19,1.07110e-19,1.71175e-19,1.14652e-19,5.18968e-20,5.67121e-20,2.64145e-20,2.24006e-20,2.97545e-20,2.67066e-21,2.17481e-21,4.89186e-21
4.62,1.10172e-18,1.57912e-19,2.15331e-19, 5.15495e-35, 5.15495e-35,8.30869e-30,4.88900e-23,4.73748e-23,1.30366e-21,3.31901e-20,2.14871e-20,2.69295e-20,1.12482e-19,4.68734e-20,4.15666e-20,3.89094e-19,8.64131e-20,1.00737e-19,4.18446e-19,1.07116e-19,1.71141e-19,1.18255e-19,5.28976e-20,5.93291e-20,2.73640e-20,2.30843e-20,3.04964e-20,2.83758e-21,2.29877e-21,5.07582e-21
4.63,1.09971e-18,1.60168e-19,2.14359e-19, 3.89271e-35, 3.89271e-35,6.87861e-30,4.35347e-23,4.22277e-23,1.25246e-21,3.17582e-20,2.09270e-20,2.66115e-20,1.08497e-19,4.55116e-20,4.08493e-20,3.85147e-19,9.06663e-20,9.86651e-20,4.21006e-19,1.07301e-19,1.70630e-19,1.21903e-19,5.32844e-20,6.09937e-20,2.83416e-20,2.37802e-20,3.12144e-20,3.01373e-21,2.43421e-21,5.26434e-21
4.64,1.09755e-18,1.62198e-19,2.12417e-19, 2.93615e-35, 2.93615e-35,5.69008e-30,3.87399e-23,3.76132e-23,1.19111e-21,3.03741e-20,2.03308e-20,2.59728e-20,1.04593e-19,4.42599e-20,3.99639e-20,3.81027e-19,9.41979e-20,9.56252e-20,4.23378e-19,1.07078e-19,1.68770e-19,1.25592e-19,5.46713e-20,6.46669e-20,2.93480e-20,2.45238e-20,3.17628e-20,3.19952e-21,2.57641e-21,5.45740e-21
4.65,1.09524e-18,1.61721e-19,2.11354e-19, 2.21210e-35, 2.21210e-35,4.70311e-30,3.44498e-23,3.34794e-23,1.10064e-21,2.90370e-20,1.97787e-20,2.52056e-20,1.00770e-19,4.30192e-20,3.92637e-20,3.76743e-19,9.38773e-20,9.48879e-20,4.25560e-19,1.06641e-19,1.67525e-19,1.29319e-19,5.54954e-20,6.59749e-20,3.03839e-20,2.52837e-20,3.22354e-20,3.39539e-21,2.72564e-21,5.65653e-21
4.66,1.09279e-18,1.63703e-19,2.10345e-19, 1.66467e-35, 1.66467e-35,3.88398e-30,3.06139e-23,2.97788e-23,1.01779e-21,2.77460e-20,1.92258e-20,2.40468e-20,9.70317e-20,4.18044e-20,3.81983e-20,3.72300e-19,9.67490e-20,9.40263e-20,4.27546e-19,1.06614e-19,1.66235e-19,1.33081e-19,5.71585e-20,6.80266e-20,3.14496e-20,2.60590e-20,3.26999e-20,3.60181e-21,2.88214e-21,5.90254e-21
4.67,1.09019e-18,1.64439e-19,2.09327e-19, 1.25127e-35, 1.25127e-35,3.20378e-30,2.71867e-23,2.64927e-23,9.43844e-22,2.65003e-20,1.86575e-20,2.29090e-20,9.33775e-20,4.09079e-20,3.72396e-20,3.67705e-19,9.80506e-20,9.30086e-20,4.29336e-19,1.06597e-19,1.64764e-19,1.36875e-19,5.75462e-20,7.04181e-20,3.25460e-20,2.68497e-20,3.33358e-20,3.81924e-21,3.04566e-21,6.15674e-21
4.68,1.08744e-18,1.65973e-19,2.05913e-19, 9.39446e-36, 9.39446e-36,2.64056e-30,2.41267e-23,2.35435e-23,9.18092e-22,2.52989e-20,1.80788e-20,2.22328e-20,8.98089e-20,4.03121e-20,3.64818e-20,3.62966e-19,1.01100e-19,8.99918e-20,4.30926e-19,1.05995e-19,1.61397e-19,1.40698e-19,5.79958e-20,7.22071e-20,3.36735e-20,2.76580e-20,3.42251e-20,4.04817e-21,3.21672e-21,6.41927e-21
4.69,1.08456e-18,1.67316e-19,2.04232e-19, 7.04515e-36, 7.04515e-36,2.17460e-30,2.13964e-23,2.08999e-23,8.93138e-22,2.41409e-20,1.74996e-20,2.14484e-20,8.63267e-20,3.93565e-20,3.57612e-20,3.58088e-19,1.03838e-19,8.81169e-20,4.32314e-19,1.05260e-19,1.59737e-19,1.44546e-19,5.87770e-20,7.37238e-20,3.48327e-20,2.84785e-20,3.47932e-20,4.28910e-21,3.40164e-21,6.69899e-21
4.70,1.08154e-18,1.67848e-19,2.03799e-19, 5.27724e-36, 5.27724e-36,1.78941e-30,1.89621e-23,1.85397e-23,8.64127e-22,2.30253e-20,1.68604e-20,2.08177e-20,8.29314e-20,3.82383e-20,3.52707e-20,3.53080e-19,1.05615e-19,8.71271e-20,4.33498e-19,1.04025e-19,1.58730e-19,1.48415e-19,5.98182e-20,7.59655e-20,3.60242e-20,2.93179e-20,3.53598e-20,4.54253e-21,3.58391e-21,6.97784e-21
4.71,1.07838e-18,1.68587e-19,2.01412e-19, 3.94839e-36, 3.94839e-36,1.47126e-30,1.67932e-23,1.64342e-23,8.24586e-22,2.19512e-20,1.62669e-20,2.01765e-20,7.96234e-20,3.71276e-20,3.47455e-20,3.47949e-19,1.07532e-19,8.54761e-20,4.34476e-19,1.03249e-19,1.55252e-19,1.52302e-19,6.02524e-20,7.87304e-20,3.72486e-20,3.01724e-20,3.59244e-20,4.80901e-21,3.78777e-21,7.29618e-21
