##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-03-09
wl_nm,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
 885.601,9.97181e-21,7.57569e-21,1.62354e-20, 4.07701e-22, 2.96016e-22,4.53108e-22,9.32045e-21,7.56598e-21,1.62022e-20,2.43664e-22,2.43663e-22,9.33440e-22,4.41869e-27,4.41735e-27,8.04325e-26,1.20204e-30,1.20204e-30,1.94132e-28,7.09846e-31,7.09846e-31,3.98054e-28,3.05468e-37,3.05468e-37,4.17486e-32,1.15641e-30,1.15641e-30,5.87310e-28,1.10529e-38,1.10529e-38,4.10897e-33
 879.321,1.08151e-20,8.16966e-21,1.72451e-20, 4.49354e-22, 3.23560e-22,4.79358e-22,1.01023e-20,8.15900e-21,1.72102e-20,2.63404e-22,2.63404e-22,9.85934e-22,5.08047e-27,5.07884e-27,9.05750e-26,1.43656e-30,1.43656e-30,2.24850e-28,8.35802e-31,8.35802e-31,4.51926e-28,3.81862e-37,3.81862e-37,4.88644e-32,1.29891e-30,1.29891e-30,6.41164e-28,1.33537e-38,1.33536e-38,4.68795e-33
 873.128,1.17223e-20,8.80380e-21,1.83058e-20, 4.94665e-22, 3.52948e-22,5.14011e-22,1.09430e-20,8.79212e-21,1.82687e-20,2.84600e-22,2.84600e-22,1.04556e-21,5.83791e-27,5.83591e-27,1.01935e-25,1.71575e-30,1.71575e-30,2.60286e-28,9.83595e-31,9.83595e-31,5.12868e-28,4.77056e-37,4.77056e-37,5.71670e-32,1.45853e-30,1.45853e-30,6.99796e-28,1.61265e-38,1.61264e-38,5.34676e-33
 867.022,1.26975e-20,9.48025e-21,1.94191e-20, 5.43890e-22, 3.83729e-22,5.53197e-22,1.18463e-20,9.46749e-21,1.93795e-20,3.07346e-22,3.07346e-22,1.10799e-21,6.70431e-27,6.70185e-27,1.14650e-25,2.04789e-30,2.04789e-30,3.01141e-28,1.15692e-30,1.15692e-30,5.81780e-28,5.95602e-37,5.95602e-37,6.68500e-32,1.63729e-30,1.63729e-30,7.63613e-28,1.94666e-38,1.94665e-38,6.09619e-33
 861.001,1.37452e-20,1.02160e-20,2.05871e-20, 5.97292e-22, 4.14523e-22,5.93844e-22,1.28162e-20,1.02022e-20,2.05443e-20,3.31742e-22,3.31741e-22,1.18645e-21,7.69473e-27,7.69167e-27,1.28874e-25,2.44278e-30,2.44278e-30,3.48145e-28,1.36008e-30,1.36008e-30,6.59669e-28,7.43133e-37,7.43133e-37,7.81376e-32,1.83743e-30,1.83743e-30,8.33060e-28,2.34885e-38,2.34883e-38,6.94841e-33
 855.063,1.48700e-20,1.09883e-20,2.18104e-20, 6.55148e-22, 4.46039e-22,6.31337e-22,1.38569e-20,1.09734e-20,2.17647e-20,3.57893e-22,3.57893e-22,1.26255e-21,8.82626e-27,8.82247e-27,1.44774e-25,2.91197e-30,2.91197e-30,4.02241e-28,1.59809e-30,1.59809e-30,7.47666e-28,9.26621e-37,9.26621e-37,9.12897e-32,2.06144e-30,2.06144e-30,9.08616e-28,2.83292e-38,2.83290e-38,7.91720e-33
 849.207,1.60766e-20,1.18004e-20,2.30874e-20, 7.17746e-22, 4.82546e-22,6.70203e-22,1.49729e-20,1.17842e-20,2.30389e-20,3.85912e-22,3.85911e-22,1.33588e-21,1.01182e-26,1.01135e-26,1.62539e-25,3.46909e-30,3.46909e-30,4.64490e-28,1.87677e-30,1.87677e-30,8.47041e-28,1.15468e-36,1.15468e-36,1.06607e-31,2.31209e-30,2.31209e-30,9.90798e-28,3.41530e-38,3.41527e-38,9.01817e-33
 843.430,1.73702e-20,1.26626e-20,2.44214e-20, 7.85381e-22, 5.20191e-22,7.21336e-22,1.61688e-20,1.26451e-20,2.43699e-20,4.15915e-22,4.15914e-22,1.41177e-21,1.15925e-26,1.15867e-26,1.82347e-25,4.13018e-30,4.13018e-30,5.34957e-28,2.20292e-30,2.20292e-30,9.59215e-28,1.43796e-36,1.43796e-36,1.24439e-31,2.59246e-30,2.59246e-30,1.08017e-27,4.11563e-38,4.11560e-38,1.02689e-32
 837.731,1.87559e-20,1.35790e-20,2.58154e-20, 8.58359e-22, 5.59971e-22,7.78427e-22,1.74495e-20,1.35601e-20,2.57606e-20,4.48025e-22,4.48024e-22,1.49116e-21,1.32738e-26,1.32666e-26,2.04388e-25,4.91416e-30,4.91416e-30,6.12777e-28,2.58440e-30,2.58440e-30,1.08578e-27,1.78960e-36,1.78960e-36,1.45187e-31,2.90601e-30,2.90601e-30,1.17733e-27,4.95747e-38,4.95743e-38,1.16894e-32
 832.109,2.02394e-20,1.45587e-20,2.72713e-20, 9.36994e-22, 6.04843e-22,8.30474e-22,1.88200e-20,1.45382e-20,2.72125e-20,4.82372e-22,4.82371e-22,1.58580e-21,1.51901e-26,1.51811e-26,2.29028e-25,5.84327e-30,5.84327e-30,7.01576e-28,3.03038e-30,3.03038e-30,1.22853e-27,2.22583e-36,2.22583e-36,1.69319e-31,3.25653e-30,3.25653e-30,1.28295e-27,5.96897e-38,5.96891e-38,1.33022e-32
 826.561,2.18264e-20,1.55973e-20,2.87651e-20, 1.02161e-21, 6.52941e-22,8.82721e-22,2.02857e-20,1.55750e-20,2.87021e-20,5.19093e-22,5.19091e-22,1.68552e-21,1.73728e-26,1.73618e-26,2.56504e-25,6.94366e-30,6.94366e-30,8.02850e-28,3.55149e-30,3.55149e-30,1.38945e-27,2.76664e-36,2.76664e-36,1.97373e-31,3.64830e-30,3.64830e-30,1.39772e-27,7.18380e-38,7.18372e-38,1.51325e-32
 821.087,2.35230e-20,1.66969e-20,3.01481e-20, 1.11254e-21, 7.05402e-22,9.43912e-22,2.18521e-20,1.66726e-20,3.00801e-20,5.58330e-22,5.58328e-22,1.79051e-21,1.98577e-26,1.98440e-26,2.87125e-25,8.24609e-30,8.24609e-30,9.19899e-28,4.16006e-30,4.16006e-30,1.57079e-27,3.43668e-36,3.43668e-36,2.29971e-31,4.08602e-30,4.08602e-30,1.52242e-27,8.64221e-38,8.64211e-38,1.72093e-32
 815.686,2.53353e-20,1.78295e-20,3.15686e-20, 1.21011e-21, 7.57060e-22,1.00223e-21,2.35250e-20,1.78033e-20,3.14954e-20,6.00233e-22,6.00230e-22,1.90095e-21,2.26847e-26,2.26679e-26,3.21233e-25,9.78667e-30,9.78667e-30,1.05806e-27,4.87041e-30,4.87041e-30,1.77505e-27,4.26631e-36,4.26631e-36,2.67834e-31,4.57496e-30,4.57496e-30,1.65788e-27,1.03923e-37,1.03922e-37,1.95648e-32
 810.354,2.72701e-20,1.90234e-20,3.30226e-20, 1.31468e-21, 8.09913e-22,1.05482e-21,2.53104e-20,1.89952e-20,3.29443e-20,6.44959e-22,6.44955e-22,2.01315e-21,2.58992e-26,2.58784e-26,3.59204e-25,1.16078e-29,1.16078e-29,1.21631e-27,5.69913e-30,5.69913e-30,2.00501e-27,5.29287e-36,5.29287e-36,3.11790e-31,5.12095e-30,5.12095e-30,1.80498e-27,1.24915e-37,1.24914e-37,2.22357e-32
 805.092,2.93339e-20,2.03033e-20,3.45185e-20, 1.42658e-21, 8.64551e-22,1.10071e-21,2.72147e-20,2.02731e-20,3.44348e-20,6.92673e-22,6.92669e-22,2.13394e-21,2.95521e-26,2.95265e-26,4.01452e-25,1.37591e-29,1.37591e-29,1.39741e-27,6.66543e-30,6.66543e-30,2.26382e-27,6.56232e-36,6.56232e-36,3.62798e-31,5.73047e-30,5.73047e-30,1.96469e-27,1.50084e-37,1.50082e-37,2.52631e-32
 799.898,3.15340e-20,2.16523e-20,3.62158e-20, 1.54618e-21, 9.18719e-22,1.15269e-21,2.92443e-20,2.16200e-20,3.61267e-20,7.43547e-22,7.43542e-22,2.26236e-21,3.37007e-26,3.36692e-26,4.48434e-25,1.62990e-29,1.62990e-29,1.60450e-27,7.79157e-30,7.79157e-30,2.55495e-27,8.13112e-36,8.13112e-36,4.21961e-31,6.41072e-30,6.41072e-30,2.13806e-27,1.80249e-37,1.80247e-37,2.86937e-32
 794.770,3.38776e-20,2.30727e-20,3.79360e-20, 1.67381e-21, 9.73253e-22,1.20670e-21,3.14060e-20,2.30384e-20,3.78410e-20,7.97763e-22,7.97756e-22,2.39732e-21,3.84096e-26,3.83708e-26,5.00652e-25,1.92956e-29,1.92956e-29,1.84129e-27,9.10332e-30,9.10332e-30,2.88231e-27,1.00686e-35,1.00686e-35,4.90554e-31,7.16970e-30,7.16970e-30,2.32622e-27,2.16385e-37,2.16382e-37,3.25798e-32
 789.708,3.63724e-20,2.45669e-20,3.99737e-20, 1.80983e-21, 1.02573e-21,1.26413e-21,3.37070e-20,2.45306e-20,3.98734e-20,8.55507e-22,8.55499e-22,2.53228e-21,4.37512e-26,4.37035e-26,5.58658e-25,2.28289e-29,2.28289e-29,2.11191e-27,1.06305e-29,1.06305e-29,3.25025e-27,1.24600e-35,1.24600e-35,5.70042e-31,8.01626e-30,8.01626e-30,2.53037e-27,2.59657e-37,2.59653e-37,3.69806e-32
 784.710,3.90261e-20,2.61373e-20,4.20914e-20, 1.95460e-21, 1.07776e-21,1.32076e-21,3.61545e-20,2.60989e-20,4.19868e-20,9.16977e-22,9.16967e-22,2.65619e-21,4.98070e-26,4.97484e-26,6.23058e-25,2.69922e-29,2.69922e-29,2.42101e-27,1.24074e-29,1.24074e-29,3.66362e-27,1.54097e-35,1.54097e-35,6.62115e-31,8.96026e-30,8.96026e-30,2.75183e-27,3.11451e-37,3.11446e-37,4.19625e-32
 779.775,4.18469e-20,2.77865e-20,4.42916e-20, 2.10845e-21, 1.14135e-21,1.38076e-21,3.87560e-20,2.77456e-20,4.41824e-20,9.82379e-22,9.82367e-22,2.78489e-21,5.66685e-26,5.65966e-26,6.94518e-25,3.18950e-29,3.18950e-29,2.77387e-27,1.44740e-29,1.44740e-29,4.12784e-27,1.90457e-35,1.90457e-35,7.68717e-31,1.00126e-29,1.00126e-29,2.99201e-27,3.73420e-37,3.73414e-37,4.76370e-32
 774.901,4.48432e-20,2.95153e-20,4.63656e-20, 2.27175e-21, 1.18191e-21,1.45096e-21,4.15194e-20,2.94729e-20,4.62509e-20,1.05193e-21,1.05191e-21,2.91815e-21,6.44384e-26,6.43503e-26,7.73769e-25,3.76647e-29,3.76647e-29,3.17648e-27,1.68763e-29,1.68763e-29,4.64892e-27,2.35249e-35,2.35249e-35,8.92087e-31,1.11854e-29,1.11854e-29,3.25243e-27,4.47532e-37,4.47524e-37,5.41719e-32
 770.088,4.80235e-20,3.13465e-20,4.80493e-20, 2.44482e-21, 1.26508e-21,1.53141e-21,4.44528e-20,3.13007e-20,4.79276e-20,1.12584e-21,1.12583e-21,3.05600e-21,7.32317e-26,7.31239e-26,8.61612e-25,4.44505e-29,4.44505e-29,3.63559e-27,1.96671e-29,1.96671e-29,5.23359e-27,2.90394e-35,2.90394e-35,1.03464e-30,1.24921e-29,1.24921e-29,3.53475e-27,5.36128e-37,5.36119e-37,6.15842e-32
 765.335,5.13969e-20,3.32254e-20,4.97530e-20, 2.62801e-21, 1.31621e-21,1.61610e-21,4.75645e-20,3.31775e-20,4.96237e-20,1.20436e-21,1.20434e-21,3.19888e-21,8.31776e-26,8.30457e-26,9.58926e-25,5.24262e-29,5.24262e-29,4.15885e-27,2.29079e-29,2.29079e-29,5.88933e-27,3.58241e-35,3.58241e-35,1.19200e-30,1.39475e-29,1.39475e-29,3.84073e-27,6.41996e-37,6.41984e-37,6.99888e-32
 760.639,5.49725e-20,3.52093e-20,5.14749e-20, 2.82161e-21, 1.38784e-21,1.69074e-21,5.08630e-20,3.51584e-20,5.13381e-20,1.28773e-21,1.28770e-21,3.34691e-21,9.44205e-26,9.42583e-26,1.06667e-24,6.17945e-29,6.17945e-29,4.75490e-27,2.66690e-29,2.66690e-29,6.62446e-27,4.41664e-35,4.41664e-35,1.37371e-30,1.55681e-29,1.55681e-29,4.17228e-27,7.68448e-37,7.68433e-37,7.95158e-32
 756.001,5.87596e-20,3.72821e-20,5.38663e-20, 3.02596e-21, 1.45737e-21,1.82724e-21,5.43573e-20,3.72282e-20,5.37214e-20,1.37618e-21,1.37615e-21,3.50018e-21,1.07122e-25,1.06922e-25,1.18591e-24,7.27916e-29,7.27916e-29,5.43349e-27,3.10319e-29,3.10319e-29,7.44824e-27,5.44174e-35,5.44174e-35,1.59232e-30,1.73721e-29,1.73721e-29,4.53146e-27,9.19425e-37,9.19406e-37,9.03116e-32
 751.419,6.27679e-20,3.94079e-20,5.67692e-20, 3.24135e-21, 1.53154e-21,1.93967e-21,5.80564e-20,3.93506e-20,5.66180e-20,1.47000e-21,1.46996e-21,3.65878e-21,1.21464e-25,1.21217e-25,1.31778e-24,8.56925e-29,8.56925e-29,6.20563e-27,3.60902e-29,3.60902e-29,8.37098e-27,6.70058e-35,6.70058e-35,1.84489e-30,1.93799e-29,1.93799e-29,4.92049e-27,1.09961e-36,1.09958e-36,1.02541e-31
 746.893,6.70073e-20,4.15953e-20,5.97872e-20, 3.46805e-21, 1.60189e-21,1.98338e-21,6.19696e-20,4.15349e-20,5.96301e-20,1.56944e-21,1.56939e-21,3.84955e-21,1.37647e-25,1.37343e-25,1.46355e-24,1.00817e-28,1.00817e-28,7.08375e-27,4.19518e-29,4.19518e-29,9.40411e-27,8.24548e-35,8.24548e-35,2.13658e-30,2.16136e-29,2.16136e-29,5.34175e-27,1.31455e-36,1.31452e-36,1.16391e-31
 742.420,7.14878e-20,4.38656e-20,6.29228e-20, 3.70633e-21, 1.67997e-21,2.03120e-21,6.61065e-20,4.38014e-20,6.27598e-20,1.67479e-21,1.67473e-21,4.04500e-21,1.55899e-25,1.55525e-25,1.62460e-24,1.18538e-28,1.18538e-28,8.08185e-27,4.87406e-29,4.87406e-29,1.05603e-26,1.01403e-34,1.01403e-34,2.47329e-30,2.40981e-29,2.40981e-29,5.82859e-27,1.57086e-36,1.57083e-36,1.32071e-31
 738.001,7.62199e-20,4.64157e-20,6.57791e-20, 3.95643e-21, 1.75704e-21,2.11605e-21,7.04769e-20,4.63481e-20,6.56066e-20,1.78635e-21,1.78628e-21,4.26339e-21,1.76472e-25,1.76012e-25,1.80243e-24,1.39287e-28,1.39287e-28,9.21570e-27,5.65993e-29,5.65993e-29,1.18538e-26,1.24627e-34,1.24627e-34,2.85692e-30,2.68608e-29,2.68608e-29,6.36554e-27,1.87637e-36,1.87632e-36,1.49817e-31
 733.634,8.12140e-20,4.89232e-20,6.82631e-20, 4.21859e-21, 1.82397e-21,2.30299e-21,7.50908e-20,4.88521e-20,6.80759e-20,1.90441e-21,1.90432e-21,4.49574e-21,1.99647e-25,1.99082e-25,1.99868e-24,1.63567e-28,1.63567e-28,1.05031e-26,6.56918e-29,6.56918e-29,1.33002e-26,1.53075e-34,1.53075e-34,3.29754e-30,2.99319e-29,2.99319e-29,6.95028e-27,2.24037e-36,2.24031e-36,1.69894e-31
 729.319,8.64809e-20,5.16025e-20,7.07815e-20, 4.49299e-21, 1.90374e-21,2.38947e-21,7.99584e-20,5.15274e-20,7.05850e-20,2.02928e-21,2.02918e-21,4.69790e-21,2.25738e-25,2.25046e-25,2.21514e-24,1.91960e-28,1.91960e-28,1.19639e-26,7.62064e-29,7.62064e-29,1.49168e-26,1.87901e-34,1.87901e-34,3.80445e-30,3.33450e-29,3.33450e-29,7.58691e-27,2.67387e-36,2.67380e-36,1.92604e-31
 725.054,9.20314e-20,5.43932e-20,7.35344e-20, 4.77982e-21, 1.97935e-21,2.45824e-21,8.50900e-20,5.43142e-20,7.33276e-20,2.16129e-21,2.16117e-21,4.93148e-21,2.55097e-25,2.54248e-25,2.45376e-24,2.25143e-28,2.25143e-28,1.36208e-26,8.83593e-29,8.83593e-29,1.67231e-26,2.30506e-34,2.30506e-34,4.38739e-30,3.71369e-29,3.71369e-29,8.27987e-27,3.18994e-36,3.18985e-36,2.18281e-31
 720.838,9.78766e-20,5.72244e-20,7.62928e-20, 5.07922e-21, 2.05638e-21,2.56891e-21,9.04963e-20,5.71412e-20,7.60738e-20,2.30078e-21,2.30063e-21,5.17372e-21,2.88112e-25,2.87085e-25,2.75673e-24,2.63898e-28,2.63898e-28,1.54989e-26,1.02399e-28,1.02399e-28,1.87402e-26,2.82595e-34,2.82595e-34,5.05744e-30,4.13487e-29,4.13487e-29,9.03395e-27,3.80404e-36,3.80392e-36,2.47306e-31
 716.672,1.04028e-19,6.01490e-20,7.90583e-20, 5.39132e-21, 2.12864e-21,2.69342e-21,9.61881e-20,6.00615e-20,7.88260e-20,2.44809e-21,2.44790e-21,5.42518e-21,3.25218e-25,3.24000e-25,3.10408e-24,3.09135e-28,3.09135e-28,1.76266e-26,1.18609e-28,1.18609e-28,2.09920e-26,3.46242e-34,3.46242e-34,5.82729e-30,4.60255e-29,4.60255e-29,9.85435e-27,4.53449e-36,4.53434e-36,2.80105e-31
 712.553,1.10496e-19,6.30742e-20,8.18621e-20, 5.71621e-21, 2.19153e-21,2.74202e-21,1.02176e-19,6.29823e-20,8.16157e-20,2.60357e-21,2.60335e-21,5.72313e-21,3.66899e-25,3.65455e-25,3.48792e-24,3.61901e-28,3.61901e-28,2.00359e-26,1.37315e-28,1.37315e-28,2.35046e-26,4.23959e-34,4.23959e-34,6.71142e-30,5.12172e-29,5.12172e-29,1.07467e-26,5.40297e-36,5.40279e-36,3.17157e-31
 708.481,1.17294e-19,6.62875e-20,8.47002e-20, 6.05395e-21, 2.23660e-21,2.87864e-21,1.08472e-19,6.61919e-20,8.44397e-20,2.76759e-21,2.76732e-21,5.98235e-21,4.13692e-25,4.11982e-25,3.85211e-24,4.23414e-28,4.23414e-28,2.27625e-26,1.58893e-28,1.58893e-28,2.63071e-26,5.18800e-34,5.18800e-34,7.72635e-30,5.69789e-29,5.69789e-29,1.17170e-26,6.43515e-36,6.43492e-36,3.58999e-31
 704.456,1.24431e-19,6.95147e-20,8.75296e-20, 6.40458e-21, 2.32674e-21,3.02824e-21,1.15086e-19,6.94135e-20,8.72542e-20,2.94053e-21,2.94021e-21,6.24293e-21,4.66193e-25,4.64170e-25,4.26629e-24,4.95077e-28,4.95077e-28,2.58464e-26,1.83768e-28,1.83768e-28,2.94315e-26,6.34464e-34,6.34464e-34,8.89090e-30,6.33714e-29,6.33714e-29,1.27719e-26,7.66136e-36,7.66108e-36,4.06238e-31
 700.476,1.31921e-19,7.28250e-20,9.05720e-20, 6.76809e-21, 2.39338e-21,3.17835e-21,1.22030e-19,7.27186e-20,9.02805e-20,3.12278e-21,3.12239e-21,6.52905e-21,5.25065e-25,5.22668e-25,4.74429e-24,5.78512e-28,5.78512e-28,2.93276e-26,2.12430e-28,2.12430e-28,3.29134e-26,7.75434e-34,7.75434e-34,1.02266e-29,7.04617e-29,7.04617e-29,1.39185e-26,9.11748e-36,9.11713e-36,4.59553e-31
 696.540,1.39774e-19,7.62276e-20,9.41062e-20, 7.14446e-21, 2.46312e-21,3.37168e-21,1.29315e-19,7.61157e-20,9.37991e-20,3.31473e-21,3.31426e-21,6.80685e-21,5.91046e-25,5.88162e-25,5.22409e-24,6.75592e-28,6.75592e-28,3.32226e-26,2.45440e-28,2.45440e-28,3.67921e-26,9.47140e-34,9.47140e-34,1.17578e-29,7.83240e-29,7.83240e-29,1.51642e-26,1.08459e-35,1.08455e-35,5.19707e-31
 692.649,1.48003e-19,7.97137e-20,9.77088e-20, 7.53361e-21, 2.54385e-21,3.52987e-21,1.36952e-19,7.95955e-20,9.73842e-20,3.51679e-21,3.51623e-21,7.13196e-21,6.64949e-25,6.61484e-25,5.74520e-24,7.88479e-28,7.88479e-28,3.76152e-26,2.83436e-28,2.83436e-28,4.11109e-26,1.15615e-33,1.15615e-33,1.35124e-29,8.70398e-29,8.70398e-29,1.65170e-26,1.28967e-35,1.28962e-35,5.87555e-31
 688.801,1.56619e-19,8.32746e-20,1.01371e-19, 7.93545e-21, 2.60183e-21,3.66935e-21,1.44953e-19,8.31503e-20,1.01033e-19,3.72939e-21,3.72872e-21,7.41973e-21,7.47682e-25,7.43521e-25,6.31494e-24,9.19663e-28,9.19663e-28,4.25660e-26,3.27150e-28,3.27150e-28,4.59176e-26,1.41042e-33,1.41042e-33,1.55222e-29,9.66991e-29,9.66991e-29,1.79863e-26,1.53290e-35,1.53283e-35,6.64060e-31
 684.996,1.65634e-19,8.71822e-20,1.05097e-19, 8.34985e-21, 2.65676e-21,3.81906e-21,1.53330e-19,8.70520e-20,1.04741e-19,3.95296e-21,3.95215e-21,7.75713e-21,8.40245e-25,8.35248e-25,6.93774e-24,1.07201e-27,1.07201e-27,4.81432e-26,3.77417e-28,3.77417e-28,5.12653e-26,1.71954e-33,1.71954e-33,1.78233e-29,1.07401e-28,1.07401e-28,1.95817e-26,1.82126e-35,1.82117e-35,7.50298e-31
 681.232,1.75059e-19,9.12539e-20,1.08385e-19, 8.77664e-21, 2.71727e-21,3.99203e-21,1.62094e-19,9.11173e-20,1.08007e-19,4.18793e-21,4.18697e-21,8.10569e-21,9.43748e-25,9.37752e-25,7.61820e-24,1.24884e-27,1.24884e-27,5.44223e-26,4.35188e-28,4.35188e-28,5.72122e-26,2.09512e-33,2.09512e-33,2.04566e-29,1.19255e-28,1.19255e-28,2.13136e-26,2.16297e-35,2.16287e-35,8.47479e-31
 677.509,1.84907e-19,9.52432e-20,1.12854e-19, 9.21562e-21, 2.78677e-21,4.19267e-21,1.71255e-19,9.50992e-20,1.12458e-19,4.43476e-21,4.43362e-21,8.46553e-21,1.05942e-24,1.05223e-24,8.36126e-24,1.45394e-27,1.45394e-27,6.14880e-26,5.01552e-28,5.01552e-28,6.38165e-26,2.55116e-33,2.55116e-33,2.34689e-29,1.32382e-28,1.32382e-28,2.31931e-26,2.56775e-35,2.56762e-35,9.56926e-31
 673.827,1.95188e-19,9.95943e-20,1.16824e-19, 9.66657e-21, 2.88336e-21,4.34587e-21,1.80826e-19,9.94419e-20,1.16408e-19,4.69391e-21,4.69256e-21,8.83677e-21,1.18862e-24,1.18001e-24,9.17225e-24,1.69168e-27,1.69168e-27,6.95572e-26,5.77746e-28,5.77745e-28,7.11502e-26,3.10455e-33,3.10455e-33,2.69128e-29,1.46913e-28,1.46913e-28,2.52325e-26,3.04705e-35,3.04688e-35,1.07961e-30
 670.185,2.05914e-19,1.04068e-19,1.20259e-19, 1.01292e-20, 3.03431e-21,4.57996e-21,1.90818e-19,1.03905e-19,1.19818e-19,4.96585e-21,4.96426e-21,9.21951e-21,1.33284e-24,1.32254e-24,1.00569e-23,1.96709e-27,1.96709e-27,7.90056e-26,6.65181e-28,6.65181e-28,7.92942e-26,3.77565e-33,3.77565e-33,3.08482e-29,1.62995e-28,1.62995e-28,2.74447e-26,3.61432e-35,3.61412e-35,1.21767e-30
 666.582,2.17096e-19,1.08657e-19,1.22235e-19, 1.06033e-20, 3.10555e-21,4.79783e-21,2.01240e-19,1.08486e-19,1.21761e-19,5.25106e-21,5.24918e-21,9.62974e-21,1.49376e-24,1.48144e-24,1.10279e-23,2.28594e-27,2.28594e-27,8.95497e-26,7.65467e-28,7.65466e-28,8.83341e-26,4.58899e-33,4.58899e-33,3.53440e-29,1.80789e-28,1.80789e-28,2.98439e-26,4.28547e-35,4.28522e-35,1.37297e-30
 663.017,2.28746e-19,1.13363e-19,1.27024e-19, 1.10885e-20, 3.14657e-21,4.97972e-21,2.12105e-19,1.13183e-19,1.26528e-19,5.55003e-21,5.54780e-21,1.00378e-20,1.67318e-24,1.65847e-24,1.20966e-23,2.65485e-27,2.65485e-27,1.01787e-25,8.80431e-28,8.80431e-28,9.83642e-26,5.57411e-33,5.57411e-33,4.04775e-29,2.00472e-28,2.00472e-28,3.24451e-26,5.07917e-35,5.07886e-35,1.54761e-30
 659.490,2.40873e-19,1.18018e-19,1.31216e-19, 1.15845e-20, 3.19182e-21,5.14938e-21,2.23423e-19,1.17830e-19,1.30694e-19,5.86325e-21,5.86063e-21,1.04959e-20,1.87314e-24,1.85561e-24,1.32758e-23,3.08141e-27,3.08141e-27,1.15453e-25,1.01216e-27,1.01215e-27,1.09488e-25,6.76655e-33,6.76655e-33,4.63368e-29,2.22237e-28,2.22237e-28,3.51606e-26,6.01743e-35,6.01704e-35,1.74395e-30
 656.001,2.53488e-19,1.22036e-19,1.34159e-19, 1.20909e-20, 3.20538e-21,5.32735e-21,2.35204e-19,1.21837e-19,1.33611e-19,6.19124e-21,6.18816e-21,1.08807e-20,2.09585e-24,2.07499e-24,1.47141e-23,3.57432e-27,3.57432e-27,1.30877e-25,1.16301e-27,1.16301e-27,1.21820e-25,8.20903e-33,8.20903e-33,5.30215e-29,2.46298e-28,2.46298e-28,3.80081e-26,7.12611e-35,7.12562e-35,1.96462e-30
 652.548,2.66602e-19,1.26907e-19,1.38885e-19, 1.26073e-20, 3.22559e-21,5.55666e-21,2.47458e-19,1.26698e-19,1.38311e-19,6.53451e-21,6.53089e-21,1.13233e-20,2.34378e-24,2.31896e-24,1.63518e-23,4.14355e-27,4.14355e-27,1.48276e-25,1.33567e-27,1.33567e-27,1.35538e-25,9.95289e-33,9.95289e-33,6.06445e-29,2.72892e-28,2.72892e-28,4.10699e-26,8.43563e-35,8.43503e-35,2.21255e-30
 649.132,2.80224e-19,1.31823e-19,1.42465e-19, 1.31333e-20, 3.19485e-21,5.66267e-21,2.60194e-19,1.31604e-19,1.41864e-19,6.89358e-21,6.88933e-21,1.17788e-20,2.61962e-24,2.59012e-24,1.78881e-23,4.80049e-27,4.80049e-27,1.67890e-25,1.53321e-27,1.53321e-27,1.51324e-25,1.20598e-32,1.20598e-32,6.93338e-29,3.02275e-28,3.02275e-28,4.43688e-26,9.98175e-35,9.98099e-35,2.49102e-30
 645.751,2.94363e-19,1.37210e-19,1.45195e-19, 1.36686e-20, 3.21051e-21,5.95380e-21,2.73423e-19,1.36980e-19,1.44555e-19,7.26898e-21,7.26399e-21,1.22462e-20,2.92634e-24,2.89131e-24,1.95403e-23,5.55820e-27,5.55820e-27,1.89988e-25,1.75909e-27,1.75908e-27,1.68878e-25,1.46037e-32,1.46037e-32,7.92342e-29,3.34732e-28,3.34732e-28,4.79227e-26,1.18065e-34,1.18055e-34,2.80371e-30
 642.405,3.09029e-19,1.41676e-19,1.47836e-19, 1.42126e-20, 3.23717e-21,6.18724e-21,2.87152e-19,1.41432e-19,1.47158e-19,7.66125e-21,7.65540e-21,1.27255e-20,3.26721e-24,3.22566e-24,2.13812e-23,6.43159e-27,6.43159e-27,2.14870e-25,2.01723e-27,2.01723e-27,1.88390e-25,1.76734e-32,1.76734e-32,9.05095e-29,3.70575e-28,3.70575e-28,5.17501e-26,1.39591e-34,1.39579e-34,3.15472e-30
